Pigmento Blanco (TiO2),Extender (CaCO3),Ligante (Resina Acrílica),Coalescente,Dispersante,Aditivo Antimicrobiano,Otros Aditivos,Agua,Tipo de Pintura,Proveedor Pigmento Blanco,Estado Final,Resistencia al Fregado (Ciclos),Viscosidad Final (KU),Poder Cubriente (m²/L),Brillo (60°),Estabilidad (meses),L,a,b
314.64,376.65,80.19,13.61,4.63,0.17,1.52,78.28,Brillante,Proveedor C,Falla - Baja Adhesión,965.0,93.1,16.01,73.0,23.7,91.7,-3.43,-1.1
225.96,223.82,569.07,6.67,4.04,0.16,12.31,140.58,Satinado,Proveedor C,Falla - Bajo Poder Cubriente,1722.0,92.6,6.64,19.0,15.1,88.25,-2.25,4.03
456.87,120.17,542.14,6.87,6.91,2.12,6.27,85.22,Mate,Proveedor B,Éxito,1754.0,93.3,19.73,8.0,22.0,94.47,0.91,3.26
413.73,112.66,357.91,12.37,3.56,2.84,2.0,279.56,Mate,Proveedor B,Éxito,1585.0,91.0,20.98,5.0,26.2,92.96,-4.95,-4.18
312.79,207.02,206.57,16.0,8.92,1.7,8.52,93.2,Brillante,Proveedor B,Éxito,1402.0,91.7,16.51,56.0,28.8,93.03,-3.22,-1.44
488.17,134.0,550.18,12.01,2.48,1.08,5.51,135.91,Mate,Proveedor B,Éxito,1841.0,92.8,20.8,19.0,21.8,88.36,1.44,-2.51
440.15,217.02,434.48,15.9,9.09,0.81,14.29,207.09,Brillante,Proveedor C,Éxito,1533.0,91.5,19.38,33.0,23.8,91.69,3.32,-4.87
311.54,180.4,386.2,13.9,6.62,0.87,12.31,97.8,Satinado,Proveedor A,Éxito,1420.0,92.4,17.3,47.0,17.9,88.52,2.47,-1.64
534.03,114.18,294.1,6.44,6.96,1.2,13.77,65.78,Brillante,Proveedor C,Falla - Viscosidad Alta,1395.0,109.0,19.54,79.0,22.1,97.32,1.27,4.72
308.37,114.27,361.28,8.15,9.28,0.3,4.17,226.21,Satinado,Proveedor B,Éxito,1570.0,91.0,18.45,31.0,24.1,92.14,0.82,0.95
427.25,227.62,392.39,9.72,9.36,2.95,2.33,249.12,Satinado,Proveedor B,Éxito,1469.0,91.2,20.88,15.0,25.7,85.28,3.02,4.26
586.86,116.49,434.73,6.17,9.9,1.89,12.03,56.85,Satinado,Proveedor A,Falla - Viscosidad Alta,1526.0,114.2,17.57,29.0,24.6,90.09,0.97,4.02
415.32,243.46,293.35,9.23,2.86,1.3,7.58,183.23,Brillante,Proveedor A,Éxito,1507.0,91.5,21.21,24.0,23.0,95.68,-2.53,-3.71
464.2,235.68,534.57,6.55,2.61,0.69,12.46,91.44,Brillante,Proveedor C,Éxito,1588.0,94.1,19.46,43.0,15.2,95.38,1.12,0.1
436.81,162.07,501.36,9.82,6.9,1.43,1.34,120.76,Mate,Proveedor A,Éxito,1547.0,92.5,20.28,20.0,27.9,85.2,3.07,0.66
471.4,167.07,422.23,17.5,6.54,2.23,2.44,168.14,Mate,Proveedor A,Éxito,1716.0,91.8,17.74,29.0,21.4,88.16,4.4,3.66
437.68,190.11,520.14,17.34,3.75,1.13,3.62,108.81,Brillante,Proveedor A,Éxito,1530.0,93.2,21.56,29.0,17.0,91.16,3.3,-1.55
543.98,211.03,378.84,10.98,5.48,2.4,2.38,63.95,Satinado,Proveedor A,Falla - Viscosidad Alta,1399.0,105.3,16.1,29.0,19.3,92.92,4.51,-2.14
483.93,279.53,75.23,13.65,8.1,1.01,1.33,102.41,Mate,Proveedor C,Falla - Baja Adhesión,513.0,93.1,18.26,25.0,27.0,91.01,3.0,0.29
475.86,256.85,118.52,19.81,3.92,0.11,13.49,158.55,Satinado,Proveedor B,Falla - Baja Adhesión,714.0,92.0,18.53,49.0,13.5,95.08,-0.85,1.8
481.76,145.41,562.13,9.91,1.52,0.16,5.23,287.72,Satinado,Proveedor B,Éxito,1836.0,91.4,21.57,17.0,18.8,88.69,-4.66,-2.0
378.11,194.61,388.27,19.71,7.86,0.52,13.77,248.13,Satinado,Proveedor B,Éxito,1385.0,91.1,15.72,47.0,22.8,94.24,-4.05,3.0
543.05,237.78,503.64,16.03,2.3,2.0,9.34,63.48,Satinado,Proveedor B,Falla - Viscosidad Alta,1641.0,107.4,19.47,45.0,25.2,86.32,-3.24,-3.68
467.86,185.32,507.29,19.82,8.9,2.25,11.76,187.3,Satinado,Proveedor C,Éxito,1600.0,91.7,22.06,46.0,27.6,90.1,4.78,-2.4
449.4,236.34,466.97,14.75,4.99,0.96,9.74,195.66,Mate,Proveedor C,Éxito,1473.0,91.8,19.82,13.0,21.2,91.96,-2.45,-1.13
312.15,200.72,535.47,9.75,4.25,2.91,12.24,214.87,Satinado,Proveedor B,Éxito,1753.0,91.7,18.96,44.0,23.4,95.75,-2.9,-2.21
365.64,109.11,530.09,16.48,1.06,2.01,14.56,99.4,Mate,Proveedor A,Éxito,1530.0,93.5,16.31,9.0,23.0,87.1,-3.97,-4.77
371.49,103.23,247.83,12.13,3.26,1.79,14.56,161.25,Satinado,Proveedor B,Éxito,1277.0,91.3,17.08,20.0,25.5,87.42,1.87,1.23
326.89,184.8,543.65,8.93,5.73,0.36,4.24,213.45,Satinado,Proveedor C,Éxito,1515.0,91.6,18.34,44.0,21.4,86.59,4.97,-2.04
473.69,109.39,252.35,10.47,7.92,3.0,11.12,254.07,Mate,Proveedor C,Éxito,1336.0,90.9,19.4,5.0,22.9,89.47,4.72,3.16
408.39,151.49,249.16,19.39,7.77,1.75,7.06,155.24,Mate,Proveedor B,Éxito,1285.0,91.3,17.31,17.0,20.8,93.31,-4.69,-0.13
486.26,174.69,278.1,19.88,3.78,2.21,6.78,146.51,Mate,Proveedor B,Éxito,1540.0,91.7,18.73,18.0,26.8,92.26,2.95,1.71
334.28,174.12,453.27,6.0,5.36,1.05,8.83,137.23,Brillante,Proveedor B,Éxito,1431.0,92.1,16.54,16.0,18.0,92.16,-4.66,0.23
406.14,225.61,364.61,12.96,1.82,2.11,4.63,69.8,Satinado,Proveedor A,Éxito,1390.0,94.2,18.44,30.0,22.5,97.82,-2.92,1.4
363.78,152.82,265.61,18.11,9.95,1.68,3.89,68.05,Satinado,Proveedor A,Éxito,1542.0,92.1,15.79,31.0,24.5,97.57,2.58,4.19
452.59,125.06,391.23,7.0,1.7,0.35,20.5,113.94,Mate,Proveedor C,Falla - Baja Estabilidad,1554.0,92.6,21.55,8.0,9.3,97.31,-1.04,1.79
350.53,136.86,295.52,15.28,7.78,1.99,10.45,163.17,Brillante,Proveedor B,Éxito,1521.0,91.3,15.53,67.0,24.2,92.34,-1.43,2.36
333.17,189.17,384.75,10.65,6.78,2.78,12.52,219.17,Satinado,Proveedor B,Éxito,1385.0,91.2,18.11,48.0,24.8,95.0,-1.28,-0.57
333.96,170.2,279.14,10.52,9.13,1.23,9.56,268.64,Brillante,Proveedor C,Éxito,1335.0,90.8,15.86,67.0,20.0,96.92,4.97,3.84
459.1,125.69,516.41,8.62,6.87,1.54,3.29,187.38,Mate,Proveedor A,Éxito,1563.0,91.7,21.63,11.0,20.2,86.3,2.22,2.48
444.59,249.68,583.26,17.45,3.81,1.29,13.39,171.73,Mate,Proveedor B,Éxito,1559.0,92.4,18.54,21.0,22.8,95.61,1.54,-1.34
350.82,153.5,510.26,7.18,3.73,0.57,8.15,270.75,Satinado,Proveedor A,Éxito,1720.0,91.3,19.66,20.0,16.3,92.82,1.58,3.17
316.09,117.22,462.03,18.38,6.21,2.55,2.77,234.87,Mate,Proveedor B,Éxito,1637.0,91.2,18.35,9.0,20.1,88.66,2.03,-1.79
397.84,136.87,336.29,16.07,1.98,0.82,3.6,288.87,Mate,Proveedor B,Éxito,1589.0,91.0,18.44,16.0,22.6,95.09,2.96,-0.59
351.51,112.75,305.49,17.02,0.79,2.3,8.61,64.67,Mate,Proveedor A,Éxito,1357.0,93.7,18.98,13.0,22.8,94.85,-0.62,-0.8
309.19,209.72,595.7,16.88,2.4,1.12,8.59,273.93,Brillante,Proveedor C,Éxito,1672.0,91.5,14.39,72.0,14.9,96.73,2.15,-2.71
310.35,182.84,397.86,14.38,5.26,1.16,3.65,195.63,Mate,Proveedor A,Éxito,1624.0,91.4,17.54,11.0,16.7,94.47,-1.48,-1.77
463.93,159.84,210.25,5.87,6.56,0.21,10.04,232.82,Brillante,Proveedor A,Éxito,1444.0,90.9,21.47,37.0,18.3,88.57,4.68,4.78
419.68,110.0,346.28,18.37,6.42,0.27,7.62,55.92,Brillante,Proveedor C,Éxito,1647.0,93.3,19.83,20.0,22.4,86.63,-1.9,0.6
473.67,123.82,446.62,5.3,8.0,1.22,5.11,152.14,Mate,Proveedor A,Éxito,1687.0,91.8,17.78,14.0,19.8,92.8,3.38,2.27
413.17,182.07,346.27,12.17,6.16,2.41,13.43,146.06,Brillante,Proveedor C,Éxito,1377.0,91.8,17.01,18.0,19.5,96.5,0.88,-0.93
543.61,180.2,243.55,12.85,1.89,1.48,10.14,22.23,Brillante,Proveedor C,Falla - Viscosidad Alta,1516.0,113.7,17.35,11.0,16.9,92.77,2.45,0.85
361.8,179.79,556.61,14.14,8.42,1.89,10.17,177.77,Brillante,Proveedor A,Éxito,1766.0,91.8,17.08,34.0,27.2,97.04,2.59,-0.11
339.09,184.27,280.57,9.33,2.02,2.39,2.13,287.46,Brillante,Proveedor A,Éxito,1456.0,90.9,14.8,26.0,19.1,85.41,-3.53,2.71
372.85,130.6,460.6,11.38,7.39,2.5,1.75,104.89,Satinado,Proveedor C,Éxito,1663.0,92.4,19.04,25.0,20.8,87.98,2.34,0.17
486.86,110.89,523.73,6.63,5.55,0.82,11.1,147.44,Satinado,Proveedor C,Éxito,1695.0,92.2,20.49,35.0,15.4,89.26,-2.27,-0.05
453.58,203.66,439.95,7.84,1.78,2.41,4.33,290.23,Satinado,Proveedor B,Éxito,1619.0,91.2,18.18,27.0,22.1,91.64,3.69,-2.87
368.58,141.58,286.32,7.9,2.16,2.51,9.23,138.85,Satinado,Proveedor B,Éxito,1274.0,91.7,15.76,32.0,22.3,97.83,-3.97,-2.83
464.53,202.42,426.34,17.36,3.58,0.38,6.93,275.6,Mate,Proveedor B,Éxito,1486.0,91.2,21.43,19.0,23.1,95.41,3.09,-3.09
120.79,350.85,442.5,13.08,8.84,1.69,8.24,61.01,Mate,Proveedor C,Falla - Bajo Poder Cubriente,1671.0,93.5,3.53,17.0,23.9,90.24,1.67,2.13
431.6,180.53,529.07,9.25,1.82,2.33,14.55,294.5,Satinado,Proveedor A,Éxito,1720.0,91.3,21.48,19.0,22.8,89.82,1.94,-0.66
345.36,131.04,248.04,10.2,9.36,2.58,12.66,89.95,Brillante,Proveedor A,Éxito,1500.0,91.7,16.2,27.0,26.1,93.74,3.15,-1.7
474.17,220.68,425.44,9.79,6.98,2.1,12.17,285.96,Brillante,Proveedor B,Éxito,1428.0,91.2,20.74,11.0,25.5,87.7,-2.67,-1.19
208.0,362.79,544.07,12.38,9.53,1.51,3.56,243.26,Mate,Proveedor C,Falla - Bajo Poder Cubriente,1797.0,91.5,5.99,5.0,22.0,88.78,4.24,4.94
416.52,167.33,272.26,5.34,3.37,1.11,8.96,235.26,Mate,Proveedor A,Éxito,1282.0,91.1,19.68,9.0,22.9,95.15,-1.57,-2.12
331.33,150.4,474.8,18.68,4.97,1.4,11.48,240.36,Mate,Proveedor A,Éxito,1533.0,91.3,17.39,19.0,22.4,93.29,-0.3,3.98
323.27,244.06,245.6,14.96,1.09,2.82,6.07,236.96,Satinado,Proveedor B,Éxito,1407.0,91.1,19.04,17.0,18.8,97.43,-2.12,-0.91
402.88,168.52,310.09,16.93,5.5,1.44,1.99,251.57,Mate,Proveedor A,Éxito,1312.0,91.0,17.18,22.0,21.8,95.6,0.25,-4.84
420.06,116.86,271.57,8.13,1.13,2.66,3.26,215.26,Mate,Proveedor A,Éxito,1376.0,91.2,17.63,19.0,24.9,88.45,-0.25,2.39
397.41,237.46,344.89,14.86,8.7,2.74,4.03,149.18,Brillante,Proveedor B,Éxito,1533.0,91.7,16.0,40.0,30.5,94.16,4.97,3.1
311.09,153.52,479.6,11.24,4.1,2.88,7.43,146.55,Satinado,Proveedor C,Éxito,1693.0,92.1,14.23,25.0,25.6,86.97,-3.06,-3.64
313.13,177.9,438.64,17.43,7.96,2.84,1.9,181.49,Mate,Proveedor C,Éxito,1659.0,91.5,17.01,11.0,24.7,97.62,3.82,3.55
343.15,124.21,414.79,16.38,2.01,2.03,3.75,218.33,Satinado,Proveedor B,Éxito,1619.0,91.4,19.09,34.0,26.5,97.9,-3.11,-4.98
455.39,200.34,280.22,15.83,0.72,2.07,12.03,256.68,Mate,Proveedor C,Éxito,1367.0,91.1,17.53,29.0,19.9,97.38,-2.87,2.52
477.3,174.02,459.12,12.61,4.62,2.02,3.99,145.45,Satinado,Proveedor B,Éxito,1452.0,92.2,18.94,36.0,18.6,97.51,-0.49,4.42
332.68,182.47,355.03,7.37,8.91,1.87,7.49,94.89,Satinado,Proveedor C,Éxito,1525.0,92.1,15.01,37.0,25.7,92.75,-1.01,2.82
378.39,216.06,368.27,17.94,2.46,0.79,9.82,68.56,Brillante,Proveedor B,Éxito,1347.0,94.0,17.05,12.0,15.8,90.63,-0.78,1.9
465.94,100.67,485.81,17.66,9.48,0.16,8.09,51.64,Brillante,Proveedor A,Éxito,1532.0,93.7,20.03,38.0,20.1,95.12,1.23,4.69
357.59,251.49,117.51,19.84,4.07,2.47,11.93,51.15,Satinado,Proveedor B,Falla - Baja Adhesión,567.0,94.9,19.66,23.0,27.7,86.55,-4.6,-0.76
364.83,117.27,291.23,10.23,7.85,0.61,5.04,294.79,Satinado,Proveedor C,Éxito,1327.0,90.8,17.12,32.0,17.7,96.9,-4.68,5.0
224.41,243.78,583.63,9.37,2.01,1.82,5.94,249.84,Satinado,Proveedor C,Falla - Bajo Poder Cubriente,1682.0,91.6,6.73,38.0,22.4,97.45,4.78,1.14
348.51,318.22,124.35,7.23,3.95,0.57,12.49,278.12,Satinado,Proveedor B,Falla - Baja Adhesión,727.0,90.8,17.62,44.0,21.3,96.56,2.92,-0.02
490.69,238.57,358.33,19.44,7.85,2.75,5.7,232.18,Satinado,Proveedor C,Éxito,1473.0,91.3,18.73,40.0,28.6,89.83,3.23,-4.08
446.75,109.31,317.85,8.44,6.99,2.9,12.73,108.89,Mate,Proveedor B,Éxito,1608.0,92.0,18.95,23.0,22.9,92.93,-3.77,1.56
445.29,170.86,474.68,16.56,8.25,0.17,3.21,208.76,Satinado,Proveedor C,Éxito,1750.0,91.5,21.9,29.0,19.8,97.68,-3.06,3.52
469.92,231.67,423.77,16.13,3.18,0.39,12.09,211.55,Mate,Proveedor B,Éxito,1574.0,91.7,18.34,26.0,22.8,96.28,-0.59,-4.96
103.0,354.92,494.29,7.07,7.19,0.89,7.53,108.35,Mate,Proveedor A,Falla - Bajo Poder Cubriente,1574.0,92.8,6.37,13.0,17.5,86.19,-4.29,2.65
361.67,380.33,196.63,7.73,4.17,0.46,11.26,52.36,Satinado,Proveedor A,Falla - Baja Adhesión,925.0,94.5,17.22,19.0,19.9,89.78,-3.55,-4.61
455.96,191.23,394.95,8.07,6.24,2.82,6.63,218.47,Mate,Proveedor B,Éxito,1664.0,91.4,21.12,5.0,22.3,86.51,-4.36,3.46
150.6,264.29,301.02,19.09,5.48,1.48,8.19,271.75,Mate,Proveedor B,Falla - Bajo Poder Cubriente,1576.0,91.0,2.66,21.0,19.4,91.92,1.35,-2.75
478.15,221.53,363.22,12.02,5.63,2.43,4.76,136.78,Brillante,Proveedor C,Éxito,1481.0,92.1,21.22,10.0,21.9,89.89,1.72,1.3
309.08,118.61,582.13,17.87,9.18,1.31,2.1,163.31,Satinado,Proveedor B,Éxito,1659.0,91.9,14.78,47.0,19.4,87.67,2.41,-4.82
350.29,127.8,396.88,16.23,8.04,2.49,6.45,130.74,Satinado,Proveedor B,Éxito,1571.0,91.8,18.54,26.0,25.9,94.83,3.3,1.62
308.86,243.23,371.16,12.32,3.53,2.15,3.01,109.51,Mate,Proveedor C,Éxito,1327.0,92.5,14.49,13.0,23.0,92.36,-2.42,-4.04
410.79,140.25,458.2,18.37,7.43,1.64,14.72,246.05,Satinado,Proveedor A,Éxito,1658.0,91.2,19.75,47.0,21.3,95.85,-1.65,2.99
449.7,222.33,369.34,16.57,5.3,0.73,3.11,214.95,Satinado,Proveedor B,Éxito,1585.0,91.4,17.49,23.0,18.4,96.88,1.41,-2.7
477.76,207.76,391.96,6.98,9.54,0.31,17.76,74.09,Brillante,Proveedor B,Falla - Baja Estabilidad,1546.0,92.9,19.74,55.0,4.0,95.67,0.16,2.09
572.73,140.66,515.99,12.43,2.84,2.03,9.66,66.51,Satinado,Proveedor C,Falla - Viscosidad Alta,1729.0,115.9,21.76,22.0,20.2,89.0,4.47,-4.71
419.04,230.09,506.11,7.98,1.73,2.95,3.26,165.22,Brillante,Proveedor C,Éxito,1529.0,92.3,21.04,17.0,26.4,88.3,2.89,2.88
451.4,297.25,159.76,16.37,4.95,0.62,5.39,159.65,Mate,Proveedor C,Falla - Baja Adhesión,140.0,91.7,21.17,15.0,24.3,92.62,-2.03,0.11
467.64,148.37,299.02,17.96,1.97,0.77,9.64,224.33,Mate,Proveedor B,Éxito,1507.0,91.2,20.82,24.0,17.9,87.16,1.05,-1.0
446.62,206.3,565.54,12.91,2.29,2.73,12.93,287.69,Satinado,Proveedor C,Éxito,1767.0,91.5,17.58,22.0,23.3,93.38,2.47,3.18
408.56,323.59,151.22,8.74,7.35,2.48,1.01,73.03,Brillante,Proveedor B,Falla - Baja Adhesión,300.0,92.6,19.23,43.0,25.1,91.53,1.64,-1.31
235.27,270.66,342.99,14.67,9.45,2.73,14.55,190.39,Brillante,Proveedor C,Falla - Bajo Poder Cubriente,1488.0,91.3,6.56,54.0,25.2,93.63,1.63,4.53
401.57,228.64,452.21,9.75,1.18,1.27,6.96,271.29,Mate,Proveedor B,Éxito,1491.0,91.4,16.78,12.0,17.8,86.38,0.01,-3.74
435.25,100.83,575.29,6.83,5.23,0.63,2.02,216.03,Satinado,Proveedor C,Éxito,1666.0,91.7,20.64,16.0,17.1,90.67,-2.35,0.68
486.6,188.93,272.26,13.36,0.57,2.83,8.72,48.51,Brillante,Proveedor C,Falla - Viscosidad Alta,1290.0,118.7,17.99,38.0,21.7,87.21,2.28,-2.77
470.25,216.45,569.27,12.2,6.09,0.98,13.8,213.8,Brillante,Proveedor A,Éxito,1708.0,91.8,21.06,21.0,22.4,95.8,-3.72,0.5
398.75,248.51,285.42,11.46,7.88,1.36,5.04,167.88,Satinado,Proveedor A,Éxito,1449.0,91.4,20.13,15.0,20.9,97.13,2.59,2.15
475.47,133.38,209.39,11.04,1.64,0.26,10.51,127.28,Satinado,Proveedor B,Éxito,1490.0,91.8,18.78,15.0,21.3,86.54,-3.3,-0.56
138.56,381.61,233.73,17.75,5.28,1.38,5.73,252.62,Satinado,Proveedor A,Falla - Bajo Poder Cubriente,1525.0,91.0,4.46,45.0,21.2,97.72,1.87,1.54
472.38,180.39,223.71,17.64,4.13,1.25,8.44,237.01,Mate,Proveedor C,Éxito,1259.0,91.0,20.15,9.0,22.6,86.02,1.08,3.51
315.26,211.59,490.48,19.52,0.94,2.01,1.91,119.93,Mate,Proveedor C,Éxito,1719.0,93.0,18.9,21.0,18.7,90.77,2.72,-4.87
410.0,187.94,264.81,16.48,6.78,0.65,1.48,160.02,Brillante,Proveedor C,Éxito,1315.0,91.4,16.51,17.0,22.0,85.17,1.24,1.93
474.31,238.71,462.81,12.3,4.89,2.79,12.09,181.74,Satinado,Proveedor A,Éxito,1734.0,91.9,19.68,34.0,21.7,87.13,4.92,2.73
361.43,113.54,439.15,7.44,2.93,0.2,2.87,270.9,Mate,Proveedor B,Éxito,1482.0,91.1,16.75,7.0,14.6,90.67,-3.43,-3.61
460.66,219.31,324.85,15.86,9.82,2.88,1.42,87.4,Brillante,Proveedor A,Éxito,1577.0,92.3,18.14,62.0,22.9,95.34,-2.61,-1.31
492.92,207.33,567.53,5.44,7.4,2.35,4.39,160.66,Mate,Proveedor A,Éxito,1728.0,92.2,18.27,8.0,26.7,85.51,1.86,-4.4
421.99,141.65,275.78,18.38,7.0,1.96,12.43,247.51,Mate,Proveedor B,Éxito,1255.0,90.9,19.56,8.0,20.2,91.11,1.22,3.1
367.59,121.2,450.63,9.13,4.05,2.44,12.63,81.74,Satinado,Proveedor A,Éxito,1685.0,93.3,15.89,23.0,24.8,90.27,-3.56,-0.29
473.17,137.29,285.08,15.03,6.45,1.25,8.67,285.03,Brillante,Proveedor C,Éxito,1474.0,90.9,21.47,78.0,26.5,85.56,0.61,2.83
400.54,104.19,593.58,14.84,7.34,0.95,5.04,97.51,Brillante,Proveedor A,Éxito,1909.0,93.0,16.47,21.0,23.9,97.16,-0.55,-3.1
402.34,130.44,590.74,5.68,5.82,1.85,7.25,50.59,Satinado,Proveedor B,Éxito,1915.0,95.2,16.09,34.0,20.7,91.87,4.37,0.65
385.84,173.27,399.87,5.98,8.7,0.79,13.06,296.08,Brillante,Proveedor A,Éxito,1466.0,91.0,18.58,40.0,20.8,86.51,-1.79,1.37
397.59,118.51,588.15,8.17,1.31,0.38,7.35,69.29,Mate,Proveedor B,Éxito,1741.0,95.4,16.37,13.0,22.2,86.43,-4.63,1.69
311.97,148.07,590.07,18.77,6.45,0.32,4.48,195.79,Mate,Proveedor C,Éxito,1796.0,91.8,18.87,29.0,17.4,85.21,-2.19,3.53
335.13,105.76,415.49,8.1,7.76,2.82,14.11,213.76,Mate,Proveedor A,Éxito,1652.0,91.2,18.36,21.0,20.4,86.41,0.01,-2.37
310.68,177.03,485.89,17.3,4.0,0.54,2.45,166.62,Brillante,Proveedor C,Éxito,1729.0,91.9,16.28,60.0,17.7,97.45,-1.57,-1.06
413.54,198.76,258.79,17.65,6.75,1.73,1.67,140.08,Satinado,Proveedor B,Éxito,1487.0,91.6,19.36,42.0,19.8,96.29,2.06,1.15
450.14,218.75,254.12,10.77,4.58,1.94,12.46,170.95,Brillante,Proveedor A,Éxito,1436.0,91.5,20.58,44.0,24.6,94.25,0.95,0.84
310.29,121.62,599.62,9.54,1.46,0.78,3.58,165.9,Mate,Proveedor A,Éxito,1776.0,92.3,15.46,25.0,23.5,93.62,2.31,0.3
470.49,195.32,274.73,18.47,1.27,2.89,5.18,30.95,Mate,Proveedor C,Falla - Viscosidad Alta,1292.0,117.6,18.23,9.0,18.3,86.36,2.79,-2.11
480.48,190.49,407.38,16.62,3.45,2.58,12.73,101.85,Brillante,Proveedor A,Éxito,1533.0,93.0,19.44,49.0,25.1,94.97,1.74,-2.4
480.19,122.9,361.98,17.2,6.42,2.93,2.56,248.36,Mate,Proveedor C,Éxito,1597.0,91.1,20.4,26.0,24.4,97.72,4.2,-3.34
495.89,237.85,358.9,13.5,2.32,2.57,1.32,57.92,Satinado,Proveedor C,Éxito,1456.0,95.0,22.81,47.0,21.0,90.52,1.69,-0.36
301.09,161.32,284.75,10.85,8.21,2.55,5.49,265.57,Brillante,Proveedor A,Éxito,1286.0,90.8,17.9,56.0,26.7,86.59,2.98,-1.68
357.66,129.3,217.12,5.28,4.3,1.31,12.25,209.83,Mate,Proveedor A,Éxito,1474.0,90.9,15.93,23.0,23.5,95.44,3.66,1.2
377.4,147.55,311.22,8.82,0.52,1.89,7.06,159.59,Satinado,Proveedor A,Éxito,1462.0,91.7,16.41,43.0,24.5,91.97,4.45,0.78
462.94,136.05,412.94,17.95,7.52,0.67,11.11,180.81,Brillante,Proveedor B,Éxito,1735.0,91.6,18.09,79.0,21.1,93.25,1.14,-0.5
379.91,148.07,388.37,17.51,7.49,0.42,10.2,220.42,Satinado,Proveedor A,Éxito,1483.0,91.2,17.86,17.0,23.4,96.11,-1.04,-1.83
418.45,226.64,236.61,16.65,5.94,0.75,4.3,159.41,Brillante,Proveedor C,Éxito,1223.0,91.4,20.23,63.0,19.6,96.72,-3.59,-2.45
430.16,162.32,456.33,14.15,8.72,0.88,2.16,122.69,Satinado,Proveedor B,Éxito,1487.0,92.2,16.7,30.0,23.7,96.04,0.72,-3.75
405.12,185.22,527.43,13.74,4.46,2.99,13.08,252.08,Brillante,Proveedor A,Éxito,1740.0,91.5,17.4,60.0,21.7,95.0,-4.79,1.97
411.1,298.47,180.26,12.11,5.91,0.75,2.48,284.46,Brillante,Proveedor B,Falla - Baja Adhesión,400.0,91.0,20.63,70.0,18.0,86.13,-4.22,-2.2
326.93,170.57,410.22,17.17,3.96,1.39,4.43,201.57,Brillante,Proveedor A,Éxito,1530.0,91.5,18.96,43.0,17.1,89.0,1.59,4.05
466.68,187.61,259.02,6.18,6.87,2.66,7.65,108.84,Satinado,Proveedor A,Éxito,1225.0,91.9,20.48,35.0,23.0,85.27,-4.36,-4.99
425.87,131.1,598.05,11.02,1.58,2.21,9.27,102.06,Mate,Proveedor C,Éxito,1860.0,93.9,17.09,27.0,18.1,97.63,1.39,-1.8
305.03,191.04,551.74,6.84,8.95,0.67,3.77,199.93,Satinado,Proveedor A,Éxito,1703.0,91.6,14.19,48.0,21.6,93.12,-4.87,-3.61
457.99,357.78,112.35,11.9,3.36,2.72,10.4,153.13,Satinado,Proveedor A,Falla - Baja Adhesión,961.0,92.3,18.3,23.0,19.9,87.03,1.03,1.81
400.61,164.35,595.14,12.5,8.11,2.92,7.82,276.09,Brillante,Proveedor A,Éxito,1654.0,91.3,18.23,75.0,26.3,96.59,-2.85,-2.95
441.63,105.53,384.39,12.02,7.89,2.87,2.89,61.58,Brillante,Proveedor A,Éxito,1636.0,93.1,19.02,64.0,29.5,91.76,-0.37,-3.45
311.52,218.89,595.12,7.55,2.48,0.14,7.47,244.99,Mate,Proveedor C,Éxito,1667.0,91.7,18.1,9.0,21.2,94.46,-3.27,4.78
384.51,135.61,272.32,15.72,1.12,0.2,3.48,75.23,Brillante,Proveedor C,Éxito,1405.0,93.1,15.99,68.0,22.0,95.68,4.67,2.41
415.89,241.03,259.02,11.16,6.33,0.09,22.76,168.88,Satinado,Proveedor B,Falla - Baja Estabilidad,1506.0,91.4,19.29,38.0,5.6,92.49,2.42,2.68
341.45,131.22,342.02,17.35,0.52,2.33,12.61,236.1,Satinado,Proveedor B,Éxito,1618.0,91.2,17.14,37.0,19.1,88.99,1.43,-3.16
352.24,212.38,254.92,6.78,4.17,0.17,11.76,247.07,Satinado,Proveedor A,Éxito,1485.0,91.0,16.48,40.0,20.2,87.07,-0.99,0.64
448.28,191.54,499.68,8.68,7.49,2.61,4.21,139.57,Satinado,Proveedor A,Éxito,1654.0,92.2,20.48,20.0,29.5,86.13,-1.01,-0.51
376.62,355.98,56.55,10.86,4.56,1.64,12.77,130.62,Brillante,Proveedor C,Falla - Baja Adhesión,693.0,91.7,18.53,30.0,18.4,92.59,-1.49,0.39
458.71,210.14,206.22,17.79,3.98,2.79,9.43,169.3,Brillante,Proveedor B,Éxito,1282.0,91.4,21.8,79.0,27.1,88.68,-0.49,-0.52
340.14,156.61,476.45,8.3,5.7,0.74,11.48,234.04,Mate,Proveedor C,Éxito,1549.0,91.3,16.57,22.0,24.6,88.84,2.04,-3.07
480.85,202.55,365.74,10.65,3.86,2.08,2.79,52.93,Mate,Proveedor B,Éxito,1381.0,94.7,18.69,9.0,18.0,89.7,2.19,-1.51
327.07,362.16,188.9,17.83,0.63,2.91,9.45,110.96,Brillante,Proveedor B,Falla - Baja Adhesión,369.0,93.1,16.38,16.0,26.2,90.64,1.37,0.93
472.9,102.82,570.65,19.14,4.93,0.32,3.4,154.63,Mate,Proveedor C,Éxito,1727.0,92.3,19.3,6.0,15.9,94.49,-0.95,-0.24
